,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,customer_id,location_id
1941,S,M,1,High School Degree,Bronze,Professional,N,2,$110K - $130K,0,c3813,loc100
1942,S,F,4,Partial High School,Bronze,Manual,N,2,$30K - $50K,0,c3820,loc100
1943,M,M,1,Partial High School,Normal,Manual,N,0,$10K - $30K,1,c3823,loc100
1944,S,F,3,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c3825,loc100
1945,M,F,4,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,1,c3829,loc100
1946,S,F,2,Partial High School,Bronze,Management,N,3,$70K - $90K,0,c3830,loc100
1947,M,F,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c3832,loc100
1948,S,F,2,Partial High School,Bronze,Manual,N,4,$30K - $50K,0,c3833,loc100
1949,S,M,3,Bachelors Degree,Bronze,Professional,Y,2,$30K - $50K,0,c3839,loc100
1950,M,M,5,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,4,c3841,loc100
1951,M,F,3,Graduate Degree,Bronze,Professional,Y,3,$70K - $90K,1,c3847,loc100
1952,M,F,2,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c3848,loc100
1953,S,F,2,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c3849,loc100
1954,S,F,1,High School Degree,Bronze,Manual,Y,1,$30K - $50K,0,c3851,loc100
1955,M,F,3,High School Degree,Silver,Manual,Y,4,$50K - $70K,3,c3852,loc100
1956,M,M,2,High School Degree,Silver,Manual,Y,4,$30K - $50K,2,c3854,loc100
1957,S,M,4,Bachelors Degree,Silver,Management,N,4,$50K - $70K,0,c3855,loc100
1958,M,M,1,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,1,c3856,loc100
1959,M,M,3,Bachelors Degree,Golden,Management,N,2,$50K - $70K,3,c3858,loc100
1960,S,M,5,Partial College,Normal,Manual,Y,1,$30K - $50K,0,c3859,loc100
1961,M,F,2,Partial College,Bronze,Clerical,Y,1,$30K - $50K,1,c3864,loc100
1962,M,M,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,1,c3867,loc100
1963,S,F,4,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,c3870,loc100
1964,M,M,2,High School Degree,Bronze,Manual,N,1,$30K - $50K,0,c3873,loc100
1965,M,F,1,Graduate Degree,Bronze,Professional,N,4,$70K - $90K,1,c3874,loc100
1966,S,F,1,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c3876,loc100
1967,M,M,2,Partial High School,Bronze,Management,Y,3,$90K - $110K,0,c3877,loc100
1968,S,M,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c3878,loc100
1969,M,M,0,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c3880,loc100
1970,S,M,2,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c3881,loc100
1971,M,M,3,Bachelors Degree,Golden,Management,Y,3,$70K - $90K,3,c3882,loc100
1972,M,M,4,Partial High School,Normal,Manual,N,2,$10K - $30K,0,c3883,loc100
1973,M,F,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,1,c3884,loc100
1974,S,M,2,Partial High School,Bronze,Skilled Manual,N,1,$30K - $50K,0,c3887,loc100
1975,S,F,1,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c3889,loc100
1976,S,M,1,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c3892,loc100
1977,M,M,5,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,5,c3893,loc100
1978,S,F,3,Bachelors Degree,Bronze,Professional,N,1,$70K - $90K,0,c3894,loc100
1979,S,M,4,High School Degree,Bronze,Professional,Y,2,$90K - $110K,0,c3896,loc100
1980,M,M,1,High School Degree,Silver,Skilled Manual,Y,4,$30K - $50K,0,c3897,loc100
1981,M,M,1,Partial High School,Bronze,Manual,Y,1,$30K - $50K,1,c3899,loc100
1982,M,M,3,Partial College,Silver,Clerical,Y,2,$30K - $50K,3,c3901,loc100
1983,S,F,2,Partial College,Bronze,Clerical,N,3,$30K - $50K,0,c3902,loc100
1984,M,M,2,Bachelors Degree,Silver,Professional,N,4,$70K - $90K,0,c3905,loc100
1985,M,M,3,High School Degree,Silver,Manual,Y,3,$30K - $50K,3,c3906,loc110
1986,M,M,3,Partial High School,Golden,Management,Y,1,$150K +,2,c3907,loc110
1987,S,M,2,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3908,loc110
1988,M,F,2,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,c3909,loc110
1989,M,F,2,High School Degree,Bronze,Professional,Y,4,$70K - $90K,2,c3910,loc110
1990,S,F,4,High School Degree,Silver,Professional,Y,4,$150K +,0,c3911,loc110
1991,M,F,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,2,c3915,loc110
1992,M,M,2,Partial High School,Bronze,Skilled Manual,N,3,$30K - $50K,0,c3916,loc110
1993,S,F,2,Partial High School,Silver,Management,Y,2,$150K +,0,c3917,loc110
1994,M,M,3,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,3,c3919,loc110
1995,S,F,4,Partial High School,Bronze,Professional,N,3,$70K - $90K,0,c3921,loc110
1996,M,M,2,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c3922,loc110
1997,S,F,4,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c3924,loc110
1998,S,F,2,High School Degree,Silver,Skilled Manual,Y,2,$30K - $50K,0,c3925,loc110
1999,M,M,3,Partial College,Bronze,Clerical,N,1,$30K - $50K,2,c3926,loc110
2000,M,F,4,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,4,c3927,loc110
2001,M,F,2,Graduate Degree,Bronze,Professional,Y,2,$110K - $130K,1,c3928,loc110
2002,S,M,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3935,loc110
2003,M,M,3,Bachelors Degree,Normal,Professional,N,1,$10K - $30K,3,c3936,loc110
2004,S,M,5,Partial High School,Bronze,Manual,N,3,$30K - $50K,0,c3937,loc110
2005,M,F,2,Partial High School,Bronze,Professional,Y,4,$130K - $150K,2,c3939,loc110
2006,S,M,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3941,loc110
2007,S,F,3,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,0,c3942,loc110
2008,S,F,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c3943,loc110
2009,S,M,3,Partial College,Bronze,Clerical,N,3,$30K - $50K,0,c3944,loc110
2010,M,F,4,Partial College,Bronze,Clerical,Y,2,$50K - $70K,4,c3945,loc110
2011,S,M,4,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c3948,loc110
2012,S,M,3,Partial College,Bronze,Professional,N,2,$130K - $150K,0,c3949,loc110
2013,S,F,2,Partial College,Bronze,Professional,Y,2,$30K - $50K,0,c3951,loc110
2014,S,F,2,Partial College,Bronze,Skilled Manual,N,3,$30K - $50K,0,c3952,loc110
2015,S,M,2,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c3953,loc110
2016,S,F,2,High School Degree,Golden,Professional,Y,4,$130K - $150K,0,c3954,loc110
2017,S,M,1,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c3955,loc110
2018,S,M,2,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,0,c3956,loc110
2019,S,M,5,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,c3957,loc110
2020,M,F,5,Bachelors Degree,Silver,Professional,Y,3,$130K - $150K,2,c3964,loc113
2021,S,M,3,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c3972,loc113
2022,S,F,1,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c3984,loc113
2023,M,F,2,High School Degree,Normal,Management,Y,3,$70K - $90K,2,c3993,loc113
2024,M,F,2,Bachelors Degree,Bronze,Professional,Y,3,$90K - $110K,2,c3999,loc113
2025,S,F,4,Bachelors Degree,Golden,Management,Y,4,$50K - $70K,0,c4000,loc113
2026,S,F,3,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c4011,loc113
2027,M,F,3,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c4012,loc113
2028,S,F,3,High School Degree,Bronze,Professional,Y,4,$130K - $150K,0,c4018,loc113
2029,S,M,3,High School Degree,Normal,Management,Y,1,$70K - $90K,0,c4022,loc113
2030,S,F,3,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c4026,loc113
2031,S,M,1,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0,c4036,loc113
2032,M,M,5,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,3,c4038,loc113
2033,M,F,1,Bachelors Degree,Golden,Management,Y,2,$150K +,1,c4039,loc113
2034,M,F,2,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,1,c4045,loc113
2035,M,F,2,Partial College,Bronze,Clerical,N,2,$30K - $50K,2,c4047,loc113
2036,S,F,1,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,c4051,loc113
2037,S,M,2,High School Degree,Bronze,Management,Y,2,$110K - $130K,0,c4052,loc113
2038,M,F,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c4054,loc113
2039,M,M,3,High School Degree,Bronze,Skilled Manual,N,4,$50K - $70K,1,c4060,loc113
2040,S,M,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c4061,loc113
2041,S,M,0,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c4067,loc113
2042,M,M,3,High School Degree,Golden,Skilled Manual,Y,2,$30K - $50K,3,c4073,loc113
2043,S,F,0,Graduate Degree,Silver,Professional,Y,2,$70K - $90K,0,c4076,loc113
2044,M,M,2,Graduate Degree,Golden,Professional,Y,1,$150K +,2,c4081,loc113
2045,S,M,1,Partial High School,Golden,Skilled Manual,N,2,$10K - $30K,0,c4092,loc113
2046,M,M,3,Partial College,Golden,Clerical,Y,3,$30K - $50K,3,c4097,loc113
2047,S,F,2,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,0,c4107,loc113
2048,M,F,1,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c4110,loc113
2049,M,M,2,Partial High School,Bronze,Professional,Y,3,$110K - $130K,0,c4112,loc113
2050,S,M,5,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0,c4119,loc113
2051,S,M,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c4120,loc113
2052,M,F,1,Partial College,Silver,Clerical,Y,2,$30K - $50K,1,c4123,loc113
2053,S,F,0,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c4128,loc113
2054,M,M,0,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c4129,loc113
2055,M,F,2,Partial College,Bronze,Management,Y,1,$30K - $50K,1,c4130,loc113
2056,S,F,3,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c4139,loc113
2057,S,M,5,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c4151,loc113
2058,S,F,2,Graduate Degree,Golden,Professional,N,3,$70K - $90K,0,c4154,loc113
2059,S,M,2,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c4156,loc113
2060,S,M,0,Partial High School,Bronze,Skilled Manual,N,0,$10K - $30K,0,c4161,loc113
2061,M,M,4,Graduate Degree,Bronze,Management,N,2,$130K - $150K,2,c4170,loc113
2062,S,F,2,High School Degree,Normal,Skilled Manual,N,2,$30K - $50K,0,c4172,loc113
2063,S,M,2,High School Degree,Normal,Skilled Manual,Y,2,$50K - $70K,0,c4173,loc113
2064,M,M,5,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,1,c4183,loc113
2065,M,M,4,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,c4195,loc113
2066,S,M,5,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c4197,loc113
2067,S,F,2,Graduate Degree,Bronze,Professional,Y,2,$110K - $130K,0,c4198,loc113
2068,S,F,1,Bachelors Degree,Bronze,Management,Y,3,$90K - $110K,0,c4199,loc113
2069,M,F,4,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,4,c4202,loc113
2070,S,F,2,High School Degree,Silver,Manual,N,3,$30K - $50K,0,c4207,loc113
2071,S,M,1,High School Degree,Bronze,Management,N,2,$70K - $90K,0,c4208,loc113
2072,M,F,0,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c4218,loc113
2073,M,F,3,High School Degree,Golden,Management,Y,3,$110K - $130K,3,c4222,loc113
2074,S,F,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c4223,loc126
2075,S,F,2,High School Degree,Bronze,Skilled Manual,N,1,$50K - $70K,0,c4224,loc126
2076,M,F,5,Bachelors Degree,Silver,Management,Y,3,$50K - $70K,5,c4225,loc126
2077,S,F,3,Bachelors Degree,Golden,Management,N,4,$30K - $50K,0,c4229,loc126
2078,M,M,5,Partial High School,Normal,Manual,Y,0,$10K - $30K,1,c4230,loc126
2079,S,M,1,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,c4231,loc126
2080,M,F,3,High School Degree,Golden,Professional,Y,1,$150K +,1,c4232,loc126
2081,S,F,1,Graduate Degree,Bronze,Management,Y,2,$110K - $130K,0,c4234,loc126
2082,S,M,4,Bachelors Degree,Golden,Professional,Y,2,$50K - $70K,0,c4236,loc126
2083,S,F,4,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c4237,loc126
2084,S,M,3,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c4238,loc126
2085,M,M,3,Partial College,Bronze,Clerical,Y,3,$30K - $50K,2,c4239,loc126
2086,S,M,5,Partial High School,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c4241,loc126
2087,S,F,3,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c4243,loc126
2088,S,F,1,High School Degree,Bronze,Manual,N,1,$30K - $50K,0,c4244,loc126
2089,S,M,5,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,0,c4245,loc126
2090,S,M,3,Partial College,Bronze,Professional,N,1,$30K - $50K,0,c4246,loc126
2091,S,F,5,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0,c4247,loc126
2092,M,M,1,Partial High School,Silver,Skilled Manual,Y,0,$10K - $30K,1,c4249,loc126
2093,S,F,4,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,c4250,loc126
2094,S,M,3,Bachelors Degree,Normal,Professional,N,2,$50K - $70K,0,c4251,loc126
2095,M,F,3,High School Degree,Bronze,Manual,Y,4,$30K - $50K,0,c4253,loc126
2096,M,M,1,High School Degree,Silver,Skilled Manual,Y,3,$30K - $50K,0,c4254,loc126
2097,S,M,3,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c4256,loc126
2098,S,F,2,Partial High School,Bronze,Professional,N,1,$70K - $90K,0,c4257,loc126
2099,M,F,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,4,c4258,loc126
2100,S,M,4,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c4260,loc126
2101,S,F,4,Bachelors Degree,Bronze,Management,Y,4,$50K - $70K,0,c4261,loc126
2102,S,M,5,Graduate Degree,Bronze,Management,N,1,$70K - $90K,0,c4262,loc126
2103,S,M,1,Partial College,Bronze,Skilled Manual,N,3,$30K - $50K,0,c4263,loc126
2104,S,M,2,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c4264,loc126
2105,S,F,2,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c4267,loc126
2106,S,M,1,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c4270,loc126
2107,S,M,3,Partial College,Silver,Professional,Y,3,$150K +,0,c4271,loc126
2108,M,M,2,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,2,c4273,loc126
2109,S,F,2,High School Degree,Bronze,Manual,Y,4,$30K - $50K,0,c4274,loc126
2110,M,M,4,Partial College,Golden,Manual,N,2,$30K - $50K,3,c4276,loc126
2111,M,F,2,Partial College,Bronze,Management,N,3,$30K - $50K,1,c4277,loc126
2112,S,M,0,Graduate Degree,Bronze,Professional,N,4,$70K - $90K,0,c4278,loc126
2113,S,M,1,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c4279,loc126
2114,S,F,4,Graduate Degree,Silver,Professional,Y,4,$90K - $110K,0,c4280,loc126
2115,S,M,1,Partial College,Bronze,Skilled Manual,N,2,$30K - $50K,0,c4281,loc126
2116,M,M,3,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,2,c4282,loc126
2117,S,M,5,High School Degree,Golden,Skilled Manual,Y,2,$30K - $50K,0,c4283,loc126
2118,M,M,2,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c4290,loc0
2119,M,F,4,Partial College,Silver,Manual,Y,3,$30K - $50K,0,c4298,loc0
2120,M,M,1,Bachelors Degree,Bronze,Professional,N,3,$30K - $50K,0,c4299,loc0
2121,M,M,3,High School Degree,Bronze,Manual,Y,3,$30K - $50K,1,c4301,loc0
2122,S,F,4,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c4304,loc0
2123,S,F,2,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0,c4311,loc0
2124,S,F,2,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c4313,loc0
2125,S,F,3,Partial College,Bronze,Clerical,Y,2,$30K - $50K,0,c4314,loc0
2126,M,M,3,High School Degree,Normal,Skilled Manual,Y,1,$30K - $50K,1,c4319,loc0
2127,M,F,3,Partial High School,Normal,Manual,Y,1,$10K - $30K,3,c4321,loc0
2128,M,F,5,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,2,c4337,loc0
2129,M,M,5,Bachelors Degree,Golden,Professional,Y,3,$130K - $150K,4,c4341,loc0
2130,S,M,0,Bachelors Degree,Bronze,Professional,N,1,$70K - $90K,0,c4348,loc0
2131,M,F,3,Bachelors Degree,Bronze,Management,Y,3,$70K - $90K,1,c4356,loc0
2132,S,M,1,High School Degree,Normal,Skilled Manual,N,1,$30K - $50K,0,c4374,loc18
2133,S,F,3,Partial High School,Bronze,Professional,Y,3,$70K - $90K,0,c4390,loc18
2134,M,M,2,Partial High School,Normal,Manual,N,1,$10K - $30K,1,c4411,loc18
2135,M,F,4,Partial College,Bronze,Professional,Y,4,$70K - $90K,0,c4433,loc18
2136,M,M,3,Partial High School,Silver,Skilled Manual,Y,3,$30K - $50K,3,c4434,loc18
2137,S,F,4,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c4442,loc40
2138,M,F,2,Bachelors Degree,Bronze,Professional,Y,2,$130K - $150K,2,c4444,loc40
2139,S,M,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c4445,loc40
2140,M,F,4,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0,c4447,loc40
2141,S,M,5,Partial College,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c4448,loc40
2142,M,F,3,Graduate Degree,Golden,Management,Y,3,$90K - $110K,3,c4449,loc40
2143,M,F,1,Partial College,Bronze,Professional,Y,1,$30K - $50K,1,c4452,loc40
2144,S,M,3,High School Degree,Bronze,Professional,N,1,$70K - $90K,0,c4454,loc40
2145,S,M,1,Bachelors Degree,Golden,Management,Y,2,$50K - $70K,0,c4463,loc40
2146,S,F,5,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c4465,loc40
2147,S,F,0,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c4469,loc40
2148,M,M,5,Partial High School,Golden,Manual,N,3,$30K - $50K,4,c4470,loc40
2149,M,F,1,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,1,c4479,loc40
2150,M,F,4,Partial High School,Bronze,Professional,N,1,$130K - $150K,2,c4488,loc40
2151,S,F,3,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c4492,loc40
2152,M,F,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c4495,loc40
2153,S,F,4,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c4498,loc40
2154,S,F,3,Partial High School,Bronze,Management,Y,1,$130K - $150K,0,c4499,loc40
2155,S,M,5,Partial High School,Silver,Professional,Y,2,$150K +,0,c4500,loc40
2156,M,M,1,High School Degree,Bronze,Professional,Y,2,$130K - $150K,1,c4502,loc40
2157,S,M,4,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,c4506,loc40
2158,M,F,3,Bachelors Degree,Golden,Management,Y,3,$50K - $70K,3,c4509,loc40
2159,S,F,5,Bachelors Degree,Bronze,Management,N,2,$70K - $90K,0,c4566,loc73
2160,M,M,4,Bachelors Degree,Golden,Professional,Y,2,$50K - $70K,3,c4567,loc73
2161,M,M,5,High School Degree,Golden,Manual,N,3,$30K - $50K,4,c4568,loc73
2162,M,M,3,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,1,c4571,loc73
2163,M,F,1,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,1,c4572,loc73
2164,M,F,0,Partial High School,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c4574,loc73
2165,S,M,3,Partial High School,Bronze,Manual,N,3,$50K - $70K,0,c4575,loc73
2166,S,F,2,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,0,c4576,loc73
2167,M,F,2,Partial High School,Bronze,Management,Y,4,$90K - $110K,2,c4578,loc73
2168,M,F,1,High School Degree,Bronze,Management,Y,2,$110K - $130K,1,c4580,loc73
2169,M,F,4,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c4581,loc73
2170,M,F,4,Partial High School,Golden,Skilled Manual,N,4,$30K - $50K,4,c4588,loc73
2171,S,F,4,Bachelors Degree,Bronze,Management,Y,1,$130K - $150K,0,c4589,loc73
2172,M,M,0,Partial College,Bronze,Clerical,Y,2,$30K - $50K,0,c4590,loc73
2173,M,F,0,Partial College,Bronze,Clerical,N,2,$30K - $50K,0,c4594,loc73
2174,S,M,3,High School Degree,Golden,Skilled Manual,N,2,$50K - $70K,0,c4598,loc73
2175,S,F,2,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c4599,loc73
2176,M,F,5,Bachelors Degree,Golden,Professional,Y,3,$130K - $150K,5,c4601,loc73
2177,S,M,0,Bachelors Degree,Silver,Professional,Y,2,$50K - $70K,0,c4602,loc73
2178,M,M,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c4604,loc73
2179,M,M,4,High School Degree,Golden,Manual,Y,2,$30K - $50K,4,c4606,loc73
2180,S,M,4,Partial College,Normal,Management,Y,3,$30K - $50K,0,c4607,loc73
2181,M,M,1,Partial College,Bronze,Management,Y,4,$30K - $50K,0,c4608,loc73
2182,M,M,5,High School Degree,Silver,Professional,Y,3,$110K - $130K,5,c4610,loc73
2183,M,M,2,Bachelors Degree,Bronze,Management,N,4,$50K - $70K,1,c4611,loc73
2184,M,F,4,High School Degree,Golden,Manual,Y,3,$30K - $50K,4,c4612,loc73
2185,M,M,0,Partial High School,Silver,Professional,Y,1,$130K - $150K,0,c4613,loc73
2186,M,M,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,2,c4614,loc73
2187,S,M,3,High School Degree,Normal,Management,Y,2,$90K - $110K,0,c4617,loc73
2188,S,F,3,Graduate Degree,Bronze,Professional,Y,3,$110K - $130K,0,c4619,loc73
2189,S,M,3,Partial High School,Silver,Management,Y,2,$130K - $150K,0,c4622,loc73
2190,S,M,3,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c4624,loc73
2191,M,F,5,High School Degree,Golden,Skilled Manual,Y,2,$30K - $50K,5,c4628,loc73
2192,S,F,2,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c4629,loc82
2193,S,F,2,Bachelors Degree,Bronze,Management,Y,4,$50K - $70K,0,c4634,loc82
2194,S,M,3,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c4635,loc82
2195,M,M,3,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,1,c4642,loc82
2196,M,F,2,Partial College,Bronze,Manual,Y,4,$30K - $50K,1,c4645,loc82
2197,M,M,3,High School Degree,Golden,Skilled Manual,Y,2,$30K - $50K,3,c4646,loc82
2198,S,F,1,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c4647,loc82
2199,S,F,3,Partial High School,Bronze,Professional,Y,2,$130K - $150K,0,c4648,loc82
2200,M,F,4,Bachelors Degree,Bronze,Professional,Y,4,$70K - $90K,1,c4650,loc82
2201,S,F,1,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c4653,loc82
2202,M,F,1,Bachelors Degree,Bronze,Professional,N,4,$70K - $90K,1,c4654,loc82
2203,S,M,1,Partial High School,Bronze,Manual,N,3,$50K - $70K,0,c4655,loc82
2204,S,M,4,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,0,c4656,loc82
2205,M,M,4,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,1,c4658,loc82
2206,M,F,1,Partial College,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c4659,loc82
2207,M,F,1,High School Degree,Bronze,Management,Y,3,$110K - $130K,1,c4660,loc82
2208,S,M,4,Bachelors Degree,Bronze,Professional,Y,2,$30K - $50K,0,c4664,loc82
2209,S,F,3,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,c4665,loc82
2210,S,F,2,Bachelors Degree,Bronze,Management,N,4,$70K - $90K,0,c4666,loc82
2211,S,M,3,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c4667,loc82
2212,S,F,5,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c4668,loc82
2213,M,M,4,Partial High School,Bronze,Skilled Manual,Y,2,$30K - $50K,1,c4675,loc82
2214,M,M,1,Partial College,Golden,Clerical,Y,2,$10K - $30K,0,c4676,loc82
2215,M,F,1,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c4678,loc82
2216,M,M,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,1,c4679,loc82
2217,S,F,5,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c4681,loc82
2218,S,F,5,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c4682,loc82
2219,M,F,3,Partial High School,Golden,Management,N,3,$110K - $130K,3,c4683,loc82
2220,S,F,1,Bachelors Degree,Bronze,Management,Y,4,$50K - $70K,0,c4685,loc100
2221,M,M,3,Partial College,Bronze,Skilled Manual,Y,3,$30K - $50K,1,c4689,loc100
2222,M,F,4,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,4,c4695,loc100
