"store_city","store_state","store_type","store_sales_in_millions"
"Hidalgo","Zacatecas","Deluxe Supermarket",6.28
"Los Angeles","CA","Supermarket",6.28
"Merida","Yucatan","Deluxe Supermarket",6.28
"Mexico City","DF","Mid-Size Grocery",6.28
"Orizaba","Veracruz","Supermarket",6.28
"Portland","OR","Supermarket",6.28
"Salem","OR","Deluxe Supermarket",6.28
"Seattle","WA","Supermarket",6.28
"Spokane","WA","Supermarket",6.28
"Tacoma","WA","Deluxe Supermarket",6.28
"Vancouver","BC","Deluxe Supermarket",6.28
"Victoria","BC","Mid-Size Grocery",6.28
"Acapulco","Guerrero","Supermarket",6.3
"Beverly Hills","CA","Gourmet Supermarket",6.3
"Bremerton","WA","Supermarket",6.3
"Camacho","Zacatecas","Gourmet Supermarket",6.3
"Hidalgo","Zacatecas","Deluxe Supermarket",6.3
"Los Angeles","CA","Supermarket",6.3
"Merida","Yucatan","Deluxe Supermarket",6.3
"Mexico City","DF","Mid-Size Grocery",6.3
"Portland","OR","Supermarket",6.3
"Salem","OR","Deluxe Supermarket",6.3
"San Francisco","CA","Small Grocery",6.3
"Seattle","WA","Supermarket",6.3
"Spokane","WA","Supermarket",6.3
"Tacoma","WA","Deluxe Supermarket",6.3
"Vancouver","BC","Deluxe Supermarket",6.3
"Acapulco","Guerrero","Supermarket",6.32
"Bellingham","WA","Small Grocery",6.32
"Beverly Hills","CA","Gourmet Supermarket",6.32
"Bremerton","WA","Supermarket",6.32
"Camacho","Zacatecas","Gourmet Supermarket",6.32
"Guadalajara","Jalisco","Small Grocery",6.32
"Hidalgo","Zacatecas","Deluxe Supermarket",6.32
"Hidalgo","Zacatecas","Mid-Size Grocery",6.32
"Los Angeles","CA","Supermarket",6.32
"Merida","Yucatan","Deluxe Supermarket",6.32
"Mexico City","DF","Mid-Size Grocery",6.32
"Orizaba","Veracruz","Supermarket",6.32
"Portland","OR","Supermarket",6.32
"Salem","OR","Deluxe Supermarket",6.32
"Seattle","WA","Supermarket",6.32
"Spokane","WA","Supermarket",6.32
"Tacoma","WA","Deluxe Supermarket",6.32
"Vancouver","BC","Deluxe Supermarket",6.32
"Victoria","BC","Mid-Size Grocery",6.32
"Acapulco","Guerrero","Supermarket",6.33
"Beverly Hills","CA","Gourmet Supermarket",6.33
"Bremerton","WA","Supermarket",6.33
"Camacho","Zacatecas","Gourmet Supermarket",6.33
"Hidalgo","Zacatecas","Deluxe Supermarket",6.33
"Los Angeles","CA","Supermarket",6.33
"Merida","Yucatan","Deluxe Supermarket",6.33
"Mexico City","DF","Mid-Size Grocery",6.33
"Orizaba","Veracruz","Supermarket",6.33
"Portland","OR","Supermarket",6.33
"Salem","OR","Deluxe Supermarket",6.33
"San Francisco","CA","Small Grocery",6.33
"Seattle","WA","Supermarket",6.33
"Spokane","WA","Supermarket",6.33
"Tacoma","WA","Deluxe Supermarket",6.33
"Vancouver","BC","Deluxe Supermarket",6.33
"Victoria","BC","Mid-Size Grocery",6.33
"Acapulco","Guerrero","Supermarket",6.34
"Bellingham","WA","Small Grocery",6.34
"Beverly Hills","CA","Gourmet Supermarket",6.34
"Bremerton","WA","Supermarket",6.34
"Camacho","Zacatecas","Gourmet Supermarket",6.34
"Mexico City","DF","Mid-Size Grocery",6.34
"Orizaba","Veracruz","Supermarket",6.34
"Portland","OR","Supermarket",6.34
"Salem","OR","Deluxe Supermarket",6.34
"San Francisco","CA","Small Grocery",6.34
"Seattle","WA","Supermarket",6.34
"Spokane","WA","Supermarket",6.34
"Tacoma","WA","Deluxe Supermarket",6.34
"Vancouver","BC","Deluxe Supermarket",6.34
"Mexico City","DF","Mid-Size Grocery",6.35
"Orizaba","Veracruz","Supermarket",6.35
"Salem","OR","Deluxe Supermarket",6.35
"Acapulco","Guerrero","Supermarket",6.36
"Bellingham","WA","Small Grocery",6.36
"Beverly Hills","CA","Gourmet Supermarket",6.36
"Bremerton","WA","Supermarket",6.36
"Camacho","Zacatecas","Gourmet Supermarket",6.36
"Guadalajara","Jalisco","Small Grocery",6.36
"Hidalgo","Zacatecas","Deluxe Supermarket",6.36
"Hidalgo","Zacatecas","Mid-Size Grocery",6.36
"Los Angeles","CA","Supermarket",6.36
"Merida","Yucatan","Deluxe Supermarket",6.36
"Mexico City","DF","Mid-Size Grocery",6.36
"Orizaba","Veracruz","Supermarket",6.36
"Portland","OR","Supermarket",6.36
"Salem","OR","Deluxe Supermarket",6.36
"San Francisco","CA","Small Grocery",6.36
"Seattle","WA","Supermarket",6.36
"Spokane","WA","Supermarket",6.36
"Tacoma","WA","Deluxe Supermarket",6.36
"Vancouver","BC","Deluxe Supermarket",6.36
"Victoria","BC","Mid-Size Grocery",6.36
"Beverly Hills","CA","Gourmet Supermarket",6.38
"Bremerton","WA","Supermarket",6.38
"Guadalajara","Jalisco","Small Grocery",6.38
"Hidalgo","Zacatecas","Deluxe Supermarket",6.38
"Hidalgo","Zacatecas","Mid-Size Grocery",6.38
"Los Angeles","CA","Supermarket",6.38
"Merida","Yucatan","Deluxe Supermarket",6.38
"Mexico City","DF","Mid-Size Grocery",6.38
"Orizaba","Veracruz","Supermarket",6.38
"Portland","OR","Supermarket",6.38
"Salem","OR","Deluxe Supermarket",6.38
"San Francisco","CA","Small Grocery",6.38
"Seattle","WA","Supermarket",6.38
"Spokane","WA","Supermarket",6.38
"Tacoma","WA","Deluxe Supermarket",6.38
"Vancouver","BC","Deluxe Supermarket",6.38
"Acapulco","Guerrero","Supermarket",6.39
"Beverly Hills","CA","Gourmet Supermarket",6.39
"Bremerton","WA","Supermarket",6.39
"Camacho","Zacatecas","Gourmet Supermarket",6.39
"Guadalajara","Jalisco","Small Grocery",6.39
"Hidalgo","Zacatecas","Deluxe Supermarket",6.39
"Hidalgo","Zacatecas","Mid-Size Grocery",6.39
"Los Angeles","CA","Supermarket",6.39
"Merida","Yucatan","Deluxe Supermarket",6.39
"Mexico City","DF","Mid-Size Grocery",6.39
"Orizaba","Veracruz","Supermarket",6.39
"Portland","OR","Supermarket",6.39
"Salem","OR","Deluxe Supermarket",6.39
"San Francisco","CA","Small Grocery",6.39
"Seattle","WA","Supermarket",6.39
"Spokane","WA","Supermarket",6.39
"Tacoma","WA","Deluxe Supermarket",6.39
"Vancouver","BC","Deluxe Supermarket",6.39
"Victoria","BC","Mid-Size Grocery",6.39
"Acapulco","Guerrero","Supermarket",6.4
"Bellingham","WA","Small Grocery",6.4
"Beverly Hills","CA","Gourmet Supermarket",6.4
"Bremerton","WA","Supermarket",6.4
"Camacho","Zacatecas","Gourmet Supermarket",6.4
"Hidalgo","Zacatecas","Deluxe Supermarket",6.4
"Hidalgo","Zacatecas","Mid-Size Grocery",6.4
"Los Angeles","CA","Supermarket",6.4
"Merida","Yucatan","Deluxe Supermarket",6.4
"Mexico City","DF","Mid-Size Grocery",6.4
"Orizaba","Veracruz","Supermarket",6.4
"Portland","OR","Supermarket",6.4
"Salem","OR","Deluxe Supermarket",6.4
"Seattle","WA","Supermarket",6.4
"Spokane","WA","Supermarket",6.4
"Tacoma","WA","Deluxe Supermarket",6.4
"Vancouver","BC","Deluxe Supermarket",6.4
"Victoria","BC","Mid-Size Grocery",6.4
"Acapulco","Guerrero","Supermarket",6.42
"Bellingham","WA","Small Grocery",6.42
"Beverly Hills","CA","Gourmet Supermarket",6.42
"Bremerton","WA","Supermarket",6.42
"Camacho","Zacatecas","Gourmet Supermarket",6.42
"Hidalgo","Zacatecas","Deluxe Supermarket",6.42
"Hidalgo","Zacatecas","Mid-Size Grocery",6.42
"Los Angeles","CA","Supermarket",6.42
"Merida","Yucatan","Deluxe Supermarket",6.42
"Mexico City","DF","Mid-Size Grocery",6.42
"Orizaba","Veracruz","Supermarket",6.42
"Portland","OR","Supermarket",6.42
"Salem","OR","Deluxe Supermarket",6.42
"San Francisco","CA","Small Grocery",6.42
"Seattle","WA","Supermarket",6.42
"Spokane","WA","Supermarket",6.42
"Tacoma","WA","Deluxe Supermarket",6.42
"Vancouver","BC","Deluxe Supermarket",6.42
"Victoria","BC","Mid-Size Grocery",6.42
"Acapulco","Guerrero","Supermarket",6.44
"Beverly Hills","CA","Gourmet Supermarket",6.44
"Bremerton","WA","Supermarket",6.44
"Camacho","Zacatecas","Gourmet Supermarket",6.44
"Hidalgo","Zacatecas","Deluxe Supermarket",6.44
"Hidalgo","Zacatecas","Mid-Size Grocery",6.44
"Los Angeles","CA","Supermarket",6.44
"Merida","Yucatan","Deluxe Supermarket",6.44
"Orizaba","Veracruz","Supermarket",6.44
"Portland","OR","Supermarket",6.44
"Salem","OR","Deluxe Supermarket",6.44
"Seattle","WA","Supermarket",6.44
"Spokane","WA","Supermarket",6.44
"Tacoma","WA","Deluxe Supermarket",6.44
"Vancouver","BC","Deluxe Supermarket",6.44
"Victoria","BC","Mid-Size Grocery",6.44
"Acapulco","Guerrero","Supermarket",6.45
"Beverly Hills","CA","Gourmet Supermarket",6.45
"Bremerton","WA","Supermarket",6.45
"Camacho","Zacatecas","Gourmet Supermarket",6.45
"Hidalgo","Zacatecas","Deluxe Supermarket",6.45
"Hidalgo","Zacatecas","Mid-Size Grocery",6.45
"Los Angeles","CA","Supermarket",6.45
"Merida","Yucatan","Deluxe Supermarket",6.45
"Mexico City","DF","Mid-Size Grocery",6.45
"Orizaba","Veracruz","Supermarket",6.45
"Portland","OR","Supermarket",6.45
"Salem","OR","Deluxe Supermarket",6.45
"Seattle","WA","Supermarket",6.45
"Spokane","WA","Supermarket",6.45
"Tacoma","WA","Deluxe Supermarket",6.45
"Vancouver","BC","Deluxe Supermarket",6.45
"Acapulco","Guerrero","Supermarket",6.46
"Camacho","Zacatecas","Gourmet Supermarket",6.46
"Spokane","WA","Supermarket",6.46
"Acapulco","Guerrero","Supermarket",6.48
"Beverly Hills","CA","Gourmet Supermarket",6.48
"Bremerton","WA","Supermarket",6.48
"Camacho","Zacatecas","Gourmet Supermarket",6.48
"Hidalgo","Zacatecas","Deluxe Supermarket",6.48
"Hidalgo","Zacatecas","Mid-Size Grocery",6.48
"Los Angeles","CA","Supermarket",6.48
"Merida","Yucatan","Deluxe Supermarket",6.48
"Mexico City","DF","Mid-Size Grocery",6.48
"Orizaba","Veracruz","Supermarket",6.48
"Portland","OR","Supermarket",6.48
"Salem","OR","Deluxe Supermarket",6.48
"Seattle","WA","Supermarket",6.48
"Spokane","WA","Supermarket",6.48
"Tacoma","WA","Deluxe Supermarket",6.48
"Vancouver","BC","Deluxe Supermarket",6.48
"Victoria","BC","Mid-Size Grocery",6.48
"Bellingham","WA","Small Grocery",6.5
"Camacho","Zacatecas","Gourmet Supermarket",6.5
"Hidalgo","Zacatecas","Deluxe Supermarket",6.5
"Los Angeles","CA","Supermarket",6.5
"Merida","Yucatan","Deluxe Supermarket",6.5
"Orizaba","Veracruz","Supermarket",6.5
"Salem","OR","Deluxe Supermarket",6.5
"San Francisco","CA","Small Grocery",6.5
"Seattle","WA","Supermarket",6.5
"Spokane","WA","Supermarket",6.5
"Vancouver","BC","Deluxe Supermarket",6.5
"Victoria","BC","Mid-Size Grocery",6.5
"Acapulco","Guerrero","Supermarket",6.51
"Beverly Hills","CA","Gourmet Supermarket",6.51
"Bremerton","WA","Supermarket",6.51
"Camacho","Zacatecas","Gourmet Supermarket",6.51
"Hidalgo","Zacatecas","Deluxe Supermarket",6.51
"Hidalgo","Zacatecas","Mid-Size Grocery",6.51
"Los Angeles","CA","Supermarket",6.51
"Merida","Yucatan","Deluxe Supermarket",6.51
"Mexico City","DF","Mid-Size Grocery",6.51
"Orizaba","Veracruz","Supermarket",6.51
"Portland","OR","Supermarket",6.51
"Salem","OR","Deluxe Supermarket",6.51
"Seattle","WA","Supermarket",6.51
"Spokane","WA","Supermarket",6.51
"Tacoma","WA","Deluxe Supermarket",6.51
"Vancouver","BC","Deluxe Supermarket",6.51
"Acapulco","Guerrero","Supermarket",6.52
"Beverly Hills","CA","Gourmet Supermarket",6.52
"Bremerton","WA","Supermarket",6.52
"Camacho","Zacatecas","Gourmet Supermarket",6.52
"Hidalgo","Zacatecas","Deluxe Supermarket",6.52
"Hidalgo","Zacatecas","Mid-Size Grocery",6.52
"Los Angeles","CA","Supermarket",6.52
"Merida","Yucatan","Deluxe Supermarket",6.52
"Mexico City","DF","Mid-Size Grocery",6.52
"Orizaba","Veracruz","Supermarket",6.52
"Portland","OR","Supermarket",6.52
"Salem","OR","Deluxe Supermarket",6.52
"Seattle","WA","Supermarket",6.52
"Spokane","WA","Supermarket",6.52
"Tacoma","WA","Deluxe Supermarket",6.52
"Vancouver","BC","Deluxe Supermarket",6.52
"Victoria","BC","Mid-Size Grocery",6.52
"Acapulco","Guerrero","Supermarket",6.54
"Beverly Hills","CA","Gourmet Supermarket",6.54
"Bremerton","WA","Supermarket",6.54
"Camacho","Zacatecas","Gourmet Supermarket",6.54
"Hidalgo","Zacatecas","Deluxe Supermarket",6.54
"Hidalgo","Zacatecas","Mid-Size Grocery",6.54
"Los Angeles","CA","Supermarket",6.54
"Merida","Yucatan","Deluxe Supermarket",6.54
"Mexico City","DF","Mid-Size Grocery",6.54
"Orizaba","Veracruz","Supermarket",6.54
"Portland","OR","Supermarket",6.54
"Salem","OR","Deluxe Supermarket",6.54
"Seattle","WA","Supermarket",6.54
"Spokane","WA","Supermarket",6.54
"Tacoma","WA","Deluxe Supermarket",6.54
"Vancouver","BC","Deluxe Supermarket",6.54
"Victoria","BC","Mid-Size Grocery",6.54
"Bremerton","WA","Supermarket",6.55
"Camacho","Zacatecas","Gourmet Supermarket",6.55
"Hidalgo","Zacatecas","Deluxe Supermarket",6.55
"Los Angeles","CA","Supermarket",6.55
"Merida","Yucatan","Deluxe Supermarket",6.55
"Seattle","WA","Supermarket",6.55
"Spokane","WA","Supermarket",6.55
"Tacoma","WA","Deluxe Supermarket",6.55
"Acapulco","Guerrero","Supermarket",6.56
"Beverly Hills","CA","Gourmet Supermarket",6.56
"Bremerton","WA","Supermarket",6.56
"Camacho","Zacatecas","Gourmet Supermarket",6.56
"Hidalgo","Zacatecas","Deluxe Supermarket",6.56
"Hidalgo","Zacatecas","Mid-Size Grocery",6.56
"Los Angeles","CA","Supermarket",6.56
"Merida","Yucatan","Deluxe Supermarket",6.56
"Mexico City","DF","Mid-Size Grocery",6.56
"Orizaba","Veracruz","Supermarket",6.56
"Portland","OR","Supermarket",6.56
"Salem","OR","Deluxe Supermarket",6.56
"San Francisco","CA","Small Grocery",6.56
"Seattle","WA","Supermarket",6.56
"Spokane","WA","Supermarket",6.56
"Tacoma","WA","Deluxe Supermarket",6.56
"Vancouver","BC","Deluxe Supermarket",6.56
"Acapulco","Guerrero","Supermarket",6.57
"Beverly Hills","CA","Gourmet Supermarket",6.57
"Bremerton","WA","Supermarket",6.57
"Camacho","Zacatecas","Gourmet Supermarket",6.57
"Guadalajara","Jalisco","Small Grocery",6.57
"Hidalgo","Zacatecas","Deluxe Supermarket",6.57
"Hidalgo","Zacatecas","Mid-Size Grocery",6.57
"Los Angeles","CA","Supermarket",6.57
"Merida","Yucatan","Deluxe Supermarket",6.57
"Mexico City","DF","Mid-Size Grocery",6.57
"Orizaba","Veracruz","Supermarket",6.57
"Portland","OR","Supermarket",6.57
"Salem","OR","Deluxe Supermarket",6.57
"Seattle","WA","Supermarket",6.57
"Spokane","WA","Supermarket",6.57
"Tacoma","WA","Deluxe Supermarket",6.57
"Vancouver","BC","Deluxe Supermarket",6.57
"Victoria","BC","Mid-Size Grocery",6.57
"Acapulco","Guerrero","Supermarket",6.58
"Beverly Hills","CA","Gourmet Supermarket",6.58
"Hidalgo","Zacatecas","Mid-Size Grocery",6.58
"Los Angeles","CA","Supermarket",6.58
"Merida","Yucatan","Deluxe Supermarket",6.58
"Orizaba","Veracruz","Supermarket",6.58
"Salem","OR","Deluxe Supermarket",6.58
"Seattle","WA","Supermarket",6.58
"Spokane","WA","Supermarket",6.58
"Tacoma","WA","Deluxe Supermarket",6.58
"Vancouver","BC","Deluxe Supermarket",6.58
"Acapulco","Guerrero","Supermarket",6.6
"Beverly Hills","CA","Gourmet Supermarket",6.6
"Bremerton","WA","Supermarket",6.6
"Camacho","Zacatecas","Gourmet Supermarket",6.6
"Hidalgo","Zacatecas","Deluxe Supermarket",6.6
"Hidalgo","Zacatecas","Mid-Size Grocery",6.6
"Los Angeles","CA","Supermarket",6.6
"Merida","Yucatan","Deluxe Supermarket",6.6
"Mexico City","DF","Mid-Size Grocery",6.6
"Orizaba","Veracruz","Supermarket",6.6
"Portland","OR","Supermarket",6.6
"Salem","OR","Deluxe Supermarket",6.6
"Seattle","WA","Supermarket",6.6
"Spokane","WA","Supermarket",6.6
"Tacoma","WA","Deluxe Supermarket",6.6
"Vancouver","BC","Deluxe Supermarket",6.6
"Victoria","BC","Mid-Size Grocery",6.6
"Bellingham","WA","Small Grocery",6.62
"Beverly Hills","CA","Gourmet Supermarket",6.62
"Camacho","Zacatecas","Gourmet Supermarket",6.62
"Hidalgo","Zacatecas","Deluxe Supermarket",6.62
"Hidalgo","Zacatecas","Mid-Size Grocery",6.62
"Los Angeles","CA","Supermarket",6.62
"Merida","Yucatan","Deluxe Supermarket",6.62
"Orizaba","Veracruz","Supermarket",6.62
"Portland","OR","Supermarket",6.62
"Salem","OR","Deluxe Supermarket",6.62
"San Francisco","CA","Small Grocery",6.62
"Spokane","WA","Supermarket",6.62
"Tacoma","WA","Deluxe Supermarket",6.62
"Vancouver","BC","Deluxe Supermarket",6.62
"Acapulco","Guerrero","Supermarket",6.63
"Bellingham","WA","Small Grocery",6.63
"Beverly Hills","CA","Gourmet Supermarket",6.63
"Bremerton","WA","Supermarket",6.63
"Camacho","Zacatecas","Gourmet Supermarket",6.63
"Hidalgo","Zacatecas","Deluxe Supermarket",6.63
"Hidalgo","Zacatecas","Mid-Size Grocery",6.63
"Los Angeles","CA","Supermarket",6.63
"Merida","Yucatan","Deluxe Supermarket",6.63
"Mexico City","DF","Mid-Size Grocery",6.63
"Orizaba","Veracruz","Supermarket",6.63
"Portland","OR","Supermarket",6.63
"Salem","OR","Deluxe Supermarket",6.63
"Seattle","WA","Supermarket",6.63
"Spokane","WA","Supermarket",6.63
"Tacoma","WA","Deluxe Supermarket",6.63
"Vancouver","BC","Deluxe Supermarket",6.63
"Victoria","BC","Mid-Size Grocery",6.63
"Acapulco","Guerrero","Supermarket",6.64
"Bellingham","WA","Small Grocery",6.64
"Beverly Hills","CA","Gourmet Supermarket",6.64
"Bremerton","WA","Supermarket",6.64
"Camacho","Zacatecas","Gourmet Supermarket",6.64
"Hidalgo","Zacatecas","Deluxe Supermarket",6.64
"Hidalgo","Zacatecas","Mid-Size Grocery",6.64
"Los Angeles","CA","Supermarket",6.64
"Merida","Yucatan","Deluxe Supermarket",6.64
"Mexico City","DF","Mid-Size Grocery",6.64
"Orizaba","Veracruz","Supermarket",6.64
"Portland","OR","Supermarket",6.64
"Salem","OR","Deluxe Supermarket",6.64
"Seattle","WA","Supermarket",6.64
"Spokane","WA","Supermarket",6.64
"Tacoma","WA","Deluxe Supermarket",6.64
"Vancouver","BC","Deluxe Supermarket",6.64
"Beverly Hills","CA","Gourmet Supermarket",6.65
"Merida","Yucatan","Deluxe Supermarket",6.65
"Mexico City","DF","Mid-Size Grocery",6.65
"Portland","OR","Supermarket",6.65
"Salem","OR","Deluxe Supermarket",6.65
"Spokane","WA","Supermarket",6.65
"Tacoma","WA","Deluxe Supermarket",6.65
"Acapulco","Guerrero","Supermarket",6.66
"Bellingham","WA","Small Grocery",6.66
"Beverly Hills","CA","Gourmet Supermarket",6.66
"Bremerton","WA","Supermarket",6.66
"Camacho","Zacatecas","Gourmet Supermarket",6.66
"Hidalgo","Zacatecas","Deluxe Supermarket",6.66
"Hidalgo","Zacatecas","Mid-Size Grocery",6.66
"Los Angeles","CA","Supermarket",6.66
"Merida","Yucatan","Deluxe Supermarket",6.66
"Mexico City","DF","Mid-Size Grocery",6.66
"Orizaba","Veracruz","Supermarket",6.66
"Portland","OR","Supermarket",6.66
"Salem","OR","Deluxe Supermarket",6.66
"Seattle","WA","Supermarket",6.66
"Spokane","WA","Supermarket",6.66
"Tacoma","WA","Deluxe Supermarket",6.66
"Vancouver","BC","Deluxe Supermarket",6.66
"Victoria","BC","Mid-Size Grocery",6.66
"Acapulco","Guerrero","Supermarket",6.68
"Beverly Hills","CA","Gourmet Supermarket",6.68
"Bremerton","WA","Supermarket",6.68
"Camacho","Zacatecas","Gourmet Supermarket",6.68
"Hidalgo","Zacatecas","Deluxe Supermarket",6.68
"Hidalgo","Zacatecas","Mid-Size Grocery",6.68
"Los Angeles","CA","Supermarket",6.68
"Merida","Yucatan","Deluxe Supermarket",6.68
"Orizaba","Veracruz","Supermarket",6.68
"Portland","OR","Supermarket",6.68
"Salem","OR","Deluxe Supermarket",6.68
"Seattle","WA","Supermarket",6.68
"Spokane","WA","Supermarket",6.68
"Tacoma","WA","Deluxe Supermarket",6.68
"Vancouver","BC","Deluxe Supermarket",6.68
"Acapulco","Guerrero","Supermarket",6.69
"Beverly Hills","CA","Gourmet Supermarket",6.69
"Bremerton","WA","Supermarket",6.69
"Camacho","Zacatecas","Gourmet Supermarket",6.69
"Hidalgo","Zacatecas","Deluxe Supermarket",6.69
"Hidalgo","Zacatecas","Mid-Size Grocery",6.69
"Los Angeles","CA","Supermarket",6.69
"Merida","Yucatan","Deluxe Supermarket",6.69
"Mexico City","DF","Mid-Size Grocery",6.69
"Orizaba","Veracruz","Supermarket",6.69
"Portland","OR","Supermarket",6.69
"Salem","OR","Deluxe Supermarket",6.69
"Seattle","WA","Supermarket",6.69
"Spokane","WA","Supermarket",6.69
"Tacoma","WA","Deluxe Supermarket",6.69
"Vancouver","BC","Deluxe Supermarket",6.69
"Victoria","BC","Mid-Size Grocery",6.69
"Bremerton","WA","Supermarket",6.7
"Hidalgo","Zacatecas","Deluxe Supermarket",6.7
"Salem","OR","Deluxe Supermarket",6.7
"Acapulco","Guerrero","Supermarket",6.72
"Bellingham","WA","Small Grocery",6.72
"Beverly Hills","CA","Gourmet Supermarket",6.72
"Bremerton","WA","Supermarket",6.72
"Camacho","Zacatecas","Gourmet Supermarket",6.72
"Guadalajara","Jalisco","Small Grocery",6.72
"Hidalgo","Zacatecas","Deluxe Supermarket",6.72
"Hidalgo","Zacatecas","Mid-Size Grocery",6.72
"Los Angeles","CA","Supermarket",6.72
"Merida","Yucatan","Deluxe Supermarket",6.72
"Mexico City","DF","Mid-Size Grocery",6.72
"Orizaba","Veracruz","Supermarket",6.72
"Portland","OR","Supermarket",6.72
"Salem","OR","Deluxe Supermarket",6.72
"Seattle","WA","Supermarket",6.72
"Spokane","WA","Supermarket",6.72
"Tacoma","WA","Deluxe Supermarket",6.72
