promotion_name,media_type,cost,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions
Wallet Savers,"Daily Paper, Radio, TV",53.13,11.84,5.5648,4
Free For All,Daily Paper,52.06,1.3,0.624,2
Price Slashers,Sunday Paper,67.2,6.42,2.1186,3
One Day Sale,"Daily Paper, Radio, TV",117.29,2.84,1.136,2
Weekend Markdown,Daily Paper,140.57,1.56,0.6708,2
Unbeatable Price Savers,Product Attachment,124.36,1.66,0.5146,2
Green Light Days,Cash Register Handout,139.19,3.2,1.504,2
Weekend Markdown,Daily Paper,140.57,8.56,2.7392,4
Price Destroyers,Radio,112.49,4.26,1.6188,2
Super Wallet Savers,Cash Register Handout,140.19,5.6,2.52,2
Saving Days,"Daily Paper, Radio",118.36,10.36,4.8692,4
Free For All,"Sunday Paper, Radio",126.24,4.82,1.9762,2
Big Time Discounts,Product Attachment,109.93,10.8,3.564,5
Big Time Discounts,Product Attachment,109.93,11.2,4.256,4
Unbeatable Price Savers,Product Attachment,124.36,1.4,0.658,2
Shelf Clearing Days,"Daily Paper, Radio",76.41,8.52,4.26,4
Saving Days,"Daily Paper, Radio",118.36,2.8,0.952,4
Unbeatable Price Savers,Product Attachment,124.36,6.48,2.916,3
Green Light Days,Cash Register Handout,139.19,5.7,2.337,2
Free For All,Daily Paper,52.06,7.23,3.2535,3
You Save Days,TV,108.22,8.88,3.4632,3
You Save Days,TV,108.22,6.48,3.0456,3
Big Time Discounts,In-Store Coupon,145.6,6.39,2.3004,3
Free For All,"Sunday Paper, Radio",126.24,2.1,0.714,3
High Roller Savings,TV,72.61,6.39,2.6199,3
Big Time Discounts,Product Attachment,109.93,5.7,2.223,2
Green Light Days,Cash Register Handout,139.19,5.82,1.746,3
Super Wallet Savers,Cash Register Handout,140.19,7.77,2.9526,3
Price Destroyers,Radio,112.49,8.56,3.7664,4
Weekend Markdown,Daily Paper,140.57,11.4,4.446,4
Price Destroyers,Radio,112.49,1.83,0.6222,3
Sale Winners,Product Attachment,137.7,1.95,0.9165,3
Price Destroyers,Sunday Paper,121.44,4.28,1.498,2
Big Time Discounts,In-Store Coupon,145.6,6.39,2.4282,3
Sale Winners,Product Attachment,137.7,7.77,2.4087,3
Unbeatable Price Savers,Product Attachment,124.36,9.64,3.4704,4
Wallet Savers,"Daily Paper, Radio, TV",53.13,7.77,2.331,3
Money Savers,Cash Register Handout,53.01,7.23,3.0366,3
Free For All,"Sunday Paper, Radio",126.24,8.55,4.275,3
Free For All,"Sunday Paper, Radio",126.24,5.6,2.072,2
Green Light Days,Cash Register Handout,139.19,6.42,1.926,3
Go For It,"Daily Paper, Radio",67.01,2.8,0.924,4
Money Savers,Cash Register Handout,53.01,2.34,0.819,3
Super Wallet Savers,Cash Register Handout,140.19,5.7,2.565,2
You Save Days,TV,108.22,11.4,4.446,4
You Save Days,TV,108.22,8.56,3.852,4
Unbeatable Price Savers,Product Attachment,124.36,5.4,2.214,3
Price Slashers,Sunday Paper,67.2,9.68,4.2592,4
Price Savers,In-Store Coupon,81.85,6.42,1.9902,3
Weekend Markdown,Daily Paper,140.57,1.83,0.7686,3
You Save Days,TV,108.22,3.2,1.216,2
Free For All,Daily Paper,52.06,1.4,0.658,2
Price Savers,Product Attachment,62.27,6.48,2.3328,3
Super Wallet Savers,Cash Register Handout,140.19,5.6,2.8,2
Big Time Discounts,Product Attachment,109.93,1.66,0.5312,2
Price Destroyers,Sunday Paper,121.44,7.2,2.592,4
Weekend Markdown,Daily Paper,140.57,3.2,1.408,2
Big Time Discounts,Product Attachment,109.93,9.78,3.0318,3
Price Destroyers,Radio,112.49,4.8,1.632,3
Free For All,"Sunday Paper, Radio",126.24,5.68,2.272,4
Coupon Spectacular,Daily Paper,90.58,2.42,0.9438,1
Fantastic Discounts,"Daily Paper, Radio, TV",120.09,1.3,0.442,2
Free For All,Product Attachment,121.8,1.66,0.581,2
Go For It,Radio,73.02,8.88,2.9304,3
Go For It,Radio,73.02,0.83,0.2739,1
Free For All,Product Attachment,121.8,2.13,1.0011,1
Go For It,Radio,73.02,3.6,1.368,2
Save-It Sale,In-Store Coupon,52.42,2.59,0.8547,1
Super Duper Savers,Sunday Paper,124.3,1.8,0.666,1
Coupon Spectacular,Daily Paper,90.58,5.18,2.2274,2
Dollar Cutters,Daily Paper,110.52,2.41,1.1809,1
Sale Winners,Bulk Mail,108.02,1.6,0.64,1
Free For All,Product Attachment,121.8,4.82,1.7834,2
Shelf Clearing Days,Sunday Paper,106.1,6.52,2.5428,2
Two for One,Product Attachment,106.2,8.4,4.116,3
Green Light Special,In-Store Coupon,123.02,7.26,2.3958,3
Save-It Sale,"Daily Paper, Radio",64.84,1.3,0.507,2
Super Duper Savers,Cash Register Handout,129.5,5.92,2.3088,2
Dollar Cutters,TV,66.18,10.36,3.626,4
Green Light Special,In-Store Coupon,123.02,1.56,0.6396,2
Mystery Sale,Bulk Mail,84.97,10.8,4.968,5
You Save Days,Sunday Paper,51.27,1.66,0.581,2
You Save Days,Sunday Paper,51.27,13.04,5.6072,4
Shelf Clearing Days,Sunday Paper,106.1,3.6,1.764,2
Price Cutters,Cash Register Handout,145.52,1.83,0.8967,3
Coupon Spectacular,TV,51.47,1.22,0.5612,2
Price Destroyers,"Sunday Paper, Radio",115.05,6.39,2.4921,3
Money Savers,"Sunday Paper, Radio, TV",82.61,5.18,2.5382,2
Shelf Clearing Days,Sunday Paper,106.1,8.55,3.6765,3
Shelf Clearing Days,Sunday Paper,106.1,4.84,2.2748,2
Save-It Sale,"Daily Paper, Radio",64.84,1.83,0.8235,3
Shelf Clearing Days,Sunday Paper,106.1,9.78,4.7922,3
Mystery Sale,Bulk Mail,84.97,2.49,1.1703,3
Go For It,Radio,105.74,2.34,1.053,3
Money Savers,"Sunday Paper, Radio, TV",82.61,1.22,0.3782,2
Money Savers,"Sunday Paper, Radio, TV",82.61,8.88,3.552,3
Shelf Clearing Days,In-Store Coupon,109.21,4.82,1.928,2
Coupon Spectacular,TV,51.47,7.76,3.8024,4
Super Duper Savers,Cash Register Handout,129.5,9.0,4.14,5
Two for One,Product Attachment,106.2,5.6,1.792,2
Super Duper Savers,Cash Register Handout,129.5,2.1,0.672,3
Price Destroyers,"Daily Paper, Radio, TV",58.27,11.2,5.488,4
Green Light Special,In-Store Coupon,123.02,4.26,1.704,2
Money Savers,"Sunday Paper, Radio, TV",82.61,11.4,5.13,4
Super Duper Savers,Cash Register Handout,129.5,5.92,2.0128,2
Mystery Sale,Bulk Mail,84.97,10.36,4.4548,4
Price Slashers,"Sunday Paper, Radio, TV",86.21,2.34,1.0062,3
Price Cutters,Cash Register Handout,145.52,5.82,2.1534,3
Dollar Cutters,TV,66.18,4.8,2.304,3
Super Duper Savers,Cash Register Handout,129.5,8.4,3.108,3
Money Savers,"Sunday Paper, Radio, TV",82.61,2.34,1.0296,3
High Roller Savings,"Daily Paper, Radio, TV",68.15,11.4,3.534,4
Money Savers,"Sunday Paper, Radio, TV",82.61,11.84,3.9072,4
Super Duper Savers,Cash Register Handout,129.5,5.18,2.072,2
Price Slashers,"Sunday Paper, Radio, TV",86.21,2.8,0.868,4
Free For All,Radio,140.9,3.6,1.62,2
Money Savers,"Sunday Paper, Radio, TV",82.61,3.32,1.5936,4
You Save Days,Sunday Paper,51.27,6.48,2.8512,3
Price Cutters,Cash Register Handout,145.52,1.3,0.546,2
Super Duper Savers,Cash Register Handout,129.5,8.52,3.4932,4
Price Destroyers,"Sunday Paper, Radio",115.05,2.84,1.3064,2
Sales Days,Daily Paper,62.71,9.68,4.1624,4
Free For All,Radio,140.9,7.77,3.0303,3
Mystery Sale,Bulk Mail,84.97,5.4,2.322,3
Price Cutters,Cash Register Handout,145.52,2.1,0.714,3
Free For All,Radio,140.9,2.1,0.903,3
Shelf Clearing Days,Sunday Paper,106.1,4.26,1.5762,3
Price Destroyers,"Sunday Paper, Radio",115.05,1.66,0.7304,2
Mystery Sale,Bulk Mail,84.97,8.4,3.78,3
Shelf Clearing Days,Sunday Paper,106.1,11.84,4.144,4
Super Wallet Savers,"Daily Paper, Radio",109.14,8.4,3.528,3
Dollar Cutters,TV,66.18,6.48,2.7864,3
Savings Galore,Cash Register Handout,121.95,1.8,0.882,1
Dimes Off,In-Store Coupon,101.65,3.6,1.548,2
Sales Galore,"Sunday Paper, Radio, TV",95.65,3.26,1.2714,1
You Save Days,In-Store Coupon,95.25,2.59,1.0878,1
Price Slashers,"Sunday Paper, Radio, TV",54.11,9.08,4.2676,4
Bag Stuffers,"Daily Paper, Radio",126.62,1.9,0.931,2
Bag Stuffers,"Daily Paper, Radio",126.62,4.47,1.7433,3
Cash Register Lottery,"Daily Paper, Radio",59.86,9.69,4.845,3
Cash Register Lottery,"Sunday Paper, Radio",123.61,4.48,2.0608,2
Bag Stuffers,Product Attachment,82.62,12.84,3.9804,4
Price Slashers,"Sunday Paper, Radio, TV",54.11,11.43,4.8006,3
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,11.64,4.3068,4
Free For All,Product Attachment,143.83,4.47,2.0115,3
Free For All,Product Attachment,143.83,12.84,5.6496,4
Cash Register Lottery,"Sunday Paper, Radio",123.61,7.62,2.7432,2
I Cant Believe It Sale,Product Attachment,69.47,8.73,3.0555,3
Bag Stuffers,"Daily Paper, Radio",126.62,7.62,2.7432,2
I Cant Believe It Sale,Product Attachment,69.47,8.31,3.2409,3
I Cant Believe It Sale,Product Attachment,69.47,8.4,3.528,4
One Day Sale,"Daily Paper, Radio, TV",131.75,1.42,0.5538,2
Big Time Savings,Radio,53.45,12.84,4.1088,4
Price Slashers,"Sunday Paper, Radio, TV",54.11,2.85,1.083,3
Green Light Days,Daily Paper,66.27,7.95,3.4185,3
I Cant Believe It Sale,Product Attachment,69.47,11.08,3.6564,4
Bag Stuffers,"Daily Paper, Radio",126.62,7.78,2.4118,2
Cash Register Lottery,"Daily Paper, Radio",59.86,10.6,4.558,4
Bag Stuffers,"Daily Paper, Radio",126.62,9.69,3.4884,3
I Cant Believe It Sale,Product Attachment,69.47,5.3,2.544,2
Big Time Discounts,"Daily Paper, Radio",111.51,2.85,1.425,3
Cash Register Lottery,"Daily Paper, Radio",59.86,8.96,3.136,4
High Roller Savings,"Daily Paper, Radio",84.16,2.84,1.0792,4
Green Light Days,Daily Paper,66.27,8.4,2.688,4
Bag Stuffers,"Daily Paper, Radio",126.62,7.9,3.792,2
Big Time Savings,Radio,53.45,2.84,0.8804,4
Bag Stuffers,Product Attachment,82.62,6.42,2.3112,2
Bag Stuffers,"Daily Paper, Radio",126.62,6.81,3.2688,3
High Roller Savings,"Daily Paper, Radio",84.16,1.9,0.608,2
Price Slashers,"Sunday Paper, Radio, TV",54.11,3.45,1.104,3
Price Savers,"Sunday Paper, Radio",80.29,7.62,2.8956,2
Big Time Discounts,"Daily Paper, Radio",111.51,9.08,3.0872,4
High Roller Savings,"Daily Paper, Radio",84.16,3.8,1.824,4
Bag Stuffers,Product Attachment,82.62,3.45,1.518,3
Big Time Savings,Radio,53.45,8.31,3.5733,3
Big Time Discounts,"Daily Paper, Radio",111.51,8.73,3.7539,3
Green Light Days,Daily Paper,66.27,6.42,3.1458,2
Cash Register Lottery,In-Store Coupon,95.78,9.63,2.9853,3
Cash Register Lottery,"Daily Paper, Radio",59.86,1.9,0.855,2
I Cant Believe It Sale,Product Attachment,69.47,5.96,1.9072,4
Cash Register Lottery,"Daily Paper, Radio",59.86,2.85,1.2255,3
Cash Register Lottery,In-Store Coupon,95.78,7.9,2.765,2
Bag Stuffers,"Daily Paper, Radio",126.62,8.31,2.493,3
One Day Sale,"Daily Paper, Radio, TV",131.75,15.56,4.9792,4
Cash Register Lottery,In-Store Coupon,95.78,7.9,2.449,2
Cash Register Lottery,"Daily Paper, Radio",59.86,6.81,2.9964,3
I Cant Believe It Sale,Product Attachment,69.47,9.69,3.3915,3
Free For All,Product Attachment,143.83,2.85,0.9405,3
Two for One,Product Attachment,59.83,6.3,2.583,3
Dollar Days,"Daily Paper, Radio",138.81,6.3,2.268,3
Free For All,Street Handout,55.18,11.67,4.0845,3
Super Duper Savers,Sunday Paper,69.65,6.72,2.7552,3
Super Duper Savers,Daily Paper,91.0,4.47,2.0562,3
Two for One,Product Attachment,59.83,5.3,1.696,2
Dollar Cutters,"Sunday Paper, Radio",136.74,4.47,2.1903,3
Sales Galore,Product Attachment,149.08,4.47,1.3857,3
Price Savers,"Sunday Paper, Radio",111.7,6.72,2.4192,3
Double Down Sale,TV,95.74,7.9,2.607,2
Dollar Cutters,"Sunday Paper, Radio",136.74,15.24,5.4864,4
Super Savers,Cash Register Handout,71.51,4.6,1.518,4
Big Promo,Sunday Paper,51.12,8.4,3.696,4
Sales Galore,Product Attachment,149.08,4.47,1.9668,3
Sales Galore,Product Attachment,149.08,6.3,3.024,3
Save-It Sale,Sunday Paper,139.37,11.43,5.2578,3
Sales Galore,Product Attachment,149.08,5.54,2.1606,2
Three for One,Product Attachment,122.47,11.08,5.4292,4
Price Savers,"Sunday Paper, Radio",111.7,11.64,4.656,4
Super Savers,Cash Register Handout,71.51,6.81,3.0645,3
Price Savers,Street Handout,115.13,6.81,2.6559,3
Free For All,In-Store Coupon,109.06,11.67,4.7847,3
Three for One,Product Attachment,122.47,8.4,3.024,4
Three for One,Product Attachment,122.47,2.98,1.3112,2
Bag Stuffers,Daily Paper,70.32,11.67,3.9678,3
Dollar Days,"Daily Paper, Radio",138.81,4.47,2.0562,3
Bag Stuffers,Daily Paper,70.32,2.98,1.043,2
Sales Galore,Product Attachment,149.08,8.96,3.9424,4
Super Savers,Cash Register Handout,71.51,11.85,5.5695,3
Double Down Sale,TV,95.74,4.48,2.0608,2
Dollar Days,"Daily Paper, Radio",138.81,11.85,5.925,3
Two for One,Product Attachment,59.83,9.69,2.907,3
Super Duper Savers,Daily Paper,91.0,4.2,1.806,2
Dollar Days,"Daily Paper, Radio",138.81,4.54,1.4528,2
Three for One,Product Attachment,122.47,5.54,2.1052,2
Three for One,Product Attachment,122.47,6.81,3.405,3
Bag Stuffers,Daily Paper,70.32,7.95,3.8955,3
Bag Stuffers,Daily Paper,70.32,12.92,5.9432,4
Weekend Markdown,In-Store Coupon,73.05,4.2,2.058,2
Dollar Cutters,"Sunday Paper, Radio",136.74,3.8,1.368,4
Super Duper Savers,Sunday Paper,69.65,12.92,4.6512,4
Two for One,Product Attachment,59.83,9.69,4.845,3
Sales Galore,Product Attachment,149.08,15.56,6.0684,4
Save-It Sale,Sunday Paper,139.37,2.84,1.0508,4
Big Promo,Sunday Paper,51.12,3.45,1.104,3
Save-It Sale,Sunday Paper,139.37,3.45,1.2075,3
Three for One,Product Attachment,122.47,5.54,2.493,2
Super Savers,Cash Register Handout,71.51,12.92,6.0724,4
Sales Galore,Product Attachment,149.08,10.6,4.982,4
Dollar Cutters,"Sunday Paper, Radio",136.74,12.92,3.876,4
Sales Galore,Product Attachment,149.08,4.2,1.26,2
Free For All,Street Handout,55.18,12.92,5.2972,4
Weekend Markdown,In-Store Coupon,73.05,2.85,1.14,3
Super Duper Savers,Sunday Paper,69.65,5.3,1.961,2
Dollar Days,"Daily Paper, Radio",138.81,6.81,2.3154,3
Price Savers,Street Handout,115.13,6.72,2.5536,3
Price Savers,"Sunday Paper, Radio",111.7,9.08,2.724,4
Saving Days,Street Handout,67.31,1.9,0.817,2
Price Savers,"Sunday Paper, Radio",111.7,2.84,1.3348,4
Weekend Markdown,In-Store Coupon,73.05,7.62,2.667,2
Super Savers,Cash Register Handout,71.51,8.31,3.2409,3
Double Down Sale,TV,95.74,7.95,2.4645,3
Big Promo,Sunday Paper,51.12,7.78,2.5674,2
Double Down Sale,TV,95.74,3.8,1.216,4
Price Savers,"Sunday Paper, Radio",111.7,9.69,3.9729,3
Save-It Sale,Sunday Paper,139.37,9.08,3.8136,4
Sales Galore,Product Attachment,149.08,6.81,2.1111,3
Dollar Cutters,"Sunday Paper, Radio",136.74,5.3,1.961,2
Super Duper Savers,Sunday Paper,69.65,10.6,4.028,4
Dollar Days,"Daily Paper, Radio",138.81,4.2,1.68,2
Double Down Sale,TV,95.74,6.72,2.2176,3
Super Savers,Cash Register Handout,71.51,9.69,3.2946,3
Free For All,Street Handout,55.18,4.47,1.788,3
Bag Stuffers,Daily Paper,70.32,11.43,4.0005,3
Sales Galore,"Daily Paper, Radio, TV",145.41,5.54,2.3268,2
Two Day Sale,Radio,91.28,6.72,2.1504,3
Two Day Sale,Radio,91.28,12.92,4.522,4
Big Promo,Cash Register Handout,123.88,15.8,7.742,4
Dimes Off,"Daily Paper, Radio",131.58,4.47,1.6092,3
Two Day Sale,Radio,91.28,9.69,3.2946,3
Two Day Sale,Radio,91.28,11.43,5.0292,3
Dollar Cutters,"Daily Paper, Radio, TV",144.18,9.08,2.9056,4
Savings Galore,Street Handout,138.53,4.47,2.1009,3
Price Smashers,Product Attachment,138.23,5.82,2.2698,2
Unbeatable Price Savers,Bulk Mail,66.78,11.85,5.688,3
Double Down Sale,Street Handout,59.19,9.63,3.7557,3
Weekend Markdown,"Daily Paper, Radio",69.63,8.73,2.619,3
Double Your Savings,Radio,94.43,8.73,4.1904,3
Dollar Cutters,Street Handout,131.46,6.72,2.0832,3
Dimes Off,"Daily Paper, Radio",131.58,12.92,4.7804,4
Unbeatable Price Savers,Bulk Mail,66.78,3.8,1.634,4
Shelf Clearing Days,Radio,99.77,15.56,7.3132,4
Weekend Markdown,"Daily Paper, Radio",69.63,5.54,2.1606,2
Bye Bye Baby,Radio,90.58,5.54,2.1606,2
Pick Your Savings,In-Store Coupon,83.51,5.54,2.3268,2
Two Day Sale,Radio,91.28,2.98,0.894,2
Two Day Sale,Radio,91.28,2.85,1.197,3
Savings Galore,Street Handout,138.53,4.2,2.058,2
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,1.42,0.6816,2
Two Day Sale,Radio,91.28,9.63,4.2372,3
Bye Bye Baby,Radio,90.58,2.84,1.3916,4
Sales Galore,Bulk Mail,142.45,6.72,2.2848,3
Weekend Markdown,"Daily Paper, Radio",69.63,7.78,3.0342,2
Price Slashers,Radio,76.98,5.3,2.65,2
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,11.43,3.8862,3
Price Slashers,"Sunday Paper, Radio, TV",100.44,5.54,2.216,2
Savings Galore,Street Handout,138.53,2.13,0.6603,3
Super Savers,In-Store Coupon,134.66,4.47,1.4304,3
Dollar Cutters,"Daily Paper, Radio, TV",144.18,4.48,1.7024,2
Two Day Sale,Radio,91.28,3.45,1.5525,3
Super Duper Savers,"Sunday Paper, Radio",80.0,4.6,1.886,4
Dimes Off,"Daily Paper, Radio",131.58,6.81,3.3369,3
Dollar Cutters,Street Handout,131.46,2.85,1.3965,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,5.54,2.0498,2
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,4.47,1.8327,3
Big Time Savings,In-Store Coupon,135.8,7.95,3.8955,3
Weekend Markdown,"Daily Paper, Radio",69.63,9.69,4.4574,3
Two Day Sale,Radio,91.28,15.8,7.268,4
Bye Bye Baby,Radio,90.58,3.8,1.71,4
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,5.82,2.91,2
Weekend Markdown,"Daily Paper, Radio",69.63,4.48,1.7024,2
Savings Galore,Street Handout,138.53,8.4,2.688,4
Sales Galore,"Daily Paper, Radio, TV",145.41,1.42,0.4828,2
Two for One,"Daily Paper, Radio, TV",57.52,11.67,4.5513,3
Green Light Days,Street Handout,133.42,2.85,1.311,3
Tip Top Savings,Bulk Mail,106.66,5.3,2.014,2
Save-It Sale,"Daily Paper, Radio, TV",89.37,8.4,3.696,4
Green Light Days,Street Handout,133.42,1.9,0.893,2
Go For It,"Daily Paper, Radio, TV",100.55,11.64,5.1216,4
Green Light Days,Street Handout,133.42,7.78,3.89,2
Tip Top Savings,Bulk Mail,106.66,8.4,3.192,4
Two for One,"Daily Paper, Radio, TV",57.52,4.48,1.6128,2
Go For It,Street Handout,97.45,19.45,7.1965,5
Sales Days,Bulk Mail,116.74,6.72,3.2928,3
Double Down Sale,"Daily Paper, Radio",62.67,9.69,3.876,3
Big Promo,Radio,98.52,1.9,0.589,2
Price Destroyers,"Daily Paper, Radio",62.26,6.46,2.6486,2
Go For It,Street Handout,97.45,11.85,3.6735,3
Green Light Days,Street Handout,133.42,6.42,2.7606,2
Green Light Days,Street Handout,133.42,6.3,2.646,3
Super Duper Savers,Daily Paper,100.91,2.3,0.874,2
Super Savers,"Sunday Paper, Radio",64.99,2.13,1.0437,3
Big Time Discounts,In-Store Coupon,59.4,3.45,1.449,3
One Day Sale,In-Store Coupon,93.07,8.73,3.2301,3
Super Duper Savers,Daily Paper,100.91,11.85,3.792,3
Wallet Savers,"Sunday Paper, Radio, TV",79.95,2.13,0.9159,3
One Day Sale,In-Store Coupon,93.07,9.63,4.2372,3
Save-It Sale,"Daily Paper, Radio, TV",89.37,2.85,1.2825,3
Tip Top Savings,Bulk Mail,106.66,3.45,1.242,3
Price Winners,"Daily Paper, Radio",114.6,5.54,2.3822,2
Tip Top Savings,Bulk Mail,106.66,6.81,2.9283,3
Wallet Savers,"Sunday Paper, Radio, TV",79.95,11.43,4.0005,3
Price Destroyers,"Daily Paper, Radio",62.26,4.2,1.554,2
Sales Days,Bulk Mail,116.74,10.6,3.604,4
Two for One,Bulk Mail,86.42,6.72,2.5536,3
Two for One,"Daily Paper, Radio, TV",57.52,7.62,3.048,2
Wallet Savers,"Sunday Paper, Radio, TV",79.95,2.13,0.7029,3
One Day Sale,In-Store Coupon,93.07,8.96,2.9568,4
Double Down Sale,"Daily Paper, Radio",62.67,11.67,5.6016,3
Super Duper Savers,Daily Paper,100.91,9.63,3.3705,3
Green Light Days,Street Handout,133.42,2.85,1.368,3
Two for One,"Daily Paper, Radio, TV",57.52,6.3,2.394,3
One Day Sale,In-Store Coupon,93.07,6.42,2.6322,2
Two for One,"Daily Paper, Radio, TV",57.52,8.4,2.688,4
Sales Days,Bulk Mail,116.74,11.67,4.9014,3
Price Winners,Cash Register Handout,95.21,3.45,1.3455,3
Big Time Discounts,In-Store Coupon,59.4,8.73,3.492,3
Price Winners,"Daily Paper, Radio",114.6,7.9,2.844,2
Green Light Days,Street Handout,133.42,15.8,5.372,4
Green Light Days,Street Handout,133.42,11.85,4.1475,3
Sales Days,Bulk Mail,116.74,8.31,3.0747,3
Price Winners,Cash Register Handout,95.21,4.2,1.638,2
High Roller Savings,Daily Paper,101.84,7.62,2.3622,2
Price Destroyers,TV,135.92,7.62,3.048,2
Price Destroyers,TV,135.92,8.73,3.9285,3
Sale Winners,In-Store Coupon,147.35,15.56,6.0684,4
You Save Days,Bulk Mail,131.81,7.62,3.048,2
Price Winners,"Sunday Paper, Radio",122.51,3.8,1.824,4
Save-It Sale,Daily Paper,81.79,12.84,4.1088,4
Save-It Sale,Daily Paper,81.79,9.69,3.1977,3
Save-It Sale,Daily Paper,81.79,7.95,3.657,3
Save-It Sale,Daily Paper,81.79,7.95,2.862,3
High Roller Savings,Daily Paper,101.84,15.8,5.846,4
Saving Days,Product Attachment,83.26,15.56,7.002,4
High Roller Savings,Daily Paper,101.84,5.96,1.9668,4
Price Savers,Cash Register Handout,128.2,6.3,3.024,3
Save-It Sale,Daily Paper,81.79,4.54,1.9522,2
Two for One,Daily Paper,68.97,5.96,2.5628,4
Two for One,Daily Paper,68.97,2.13,0.8307,3
Save-It Sale,Daily Paper,81.79,6.81,3.405,3
Savings Galore,"Sunday Paper, Radio, TV",61.65,8.31,2.7423,3
High Roller Savings,Daily Paper,101.84,7.78,3.501,2
You Save Days,Bulk Mail,131.81,8.73,4.1904,3
Weekend Markdown,Street Handout,53.37,6.3,2.142,3
High Roller Savings,Daily Paper,101.84,5.96,2.1456,4
High Roller Savings,Daily Paper,101.84,11.85,5.8065,3
Save-It Sale,Daily Paper,81.79,12.84,4.3656,4
Price Destroyers,TV,135.92,3.45,1.173,3
Saving Days,Product Attachment,83.26,2.85,1.0545,3
Super Savers,"Sunday Paper, Radio",64.76,8.31,4.155,3
Saving Days,Product Attachment,83.26,2.13,0.9585,3
Saving Days,Product Attachment,83.26,8.73,3.8412,3
Save-It Sale,Daily Paper,81.79,2.85,1.083,3
Dollar Cutters,Bulk Mail,141.26,5.96,2.384,4
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,5.3,1.749,2
You Save Days,Bulk Mail,131.81,4.47,2.1456,3
Big Time Discounts,"Daily Paper, Radio, TV",146.41,7.95,3.4185,3
Big Time Discounts,"Daily Paper, Radio, TV",146.41,7.62,2.7432,2
One Day Sale,"Daily Paper, Radio, TV",85.88,1.42,0.5396,2
Two Day Sale,"Daily Paper, Radio",149.75,15.8,6.952,4
Big Time Savings,Daily Paper,77.32,11.85,3.6735,3
Pick Your Savings,Sunday Paper,67.25,5.96,2.086,4
Two for One,Daily Paper,68.97,7.78,2.334,2
Sales Galore,Bulk Mail,96.55,8.73,3.9285,3
Two Day Sale,"Daily Paper, Radio",149.75,11.43,5.3721,3
Big Promo,"Sunday Paper, Radio, TV",117.04,4.48,1.7472,2
Bye Bye Baby,"Daily Paper, Radio, TV",58.16,4.47,1.6986,3
Bye Bye Baby,"Daily Paper, Radio, TV",58.16,5.82,2.5608,2
Two for One,Daily Paper,68.97,1.9,0.684,2
Shelf Clearing Days,"Sunday Paper, Radio, TV",101.96,2.13,0.7455,3
Two for One,Daily Paper,68.97,11.64,5.238,4
One Day Sale,"Daily Paper, Radio, TV",85.88,5.82,2.5608,2
High Roller Savings,Daily Paper,101.84,7.78,2.4896,2
Two Day Sale,Sunday Paper,126.88,9.63,3.0816,3
Price Savers,Cash Register Handout,128.2,2.13,1.0224,3
Price Savers,Cash Register Handout,128.2,11.64,4.074,4
Sales Galore,Bulk Mail,96.55,8.4,3.78,4
One Day Sale,"Daily Paper, Radio, TV",85.88,9.69,4.4574,3
Two Day Sale,"Daily Paper, Radio",149.75,2.84,1.3348,4
You Save Days,Bulk Mail,131.81,4.2,1.386,2
Price Cutters,Product Attachment,129.2,11.67,5.6016,3
Big Time Savings,Daily Paper,77.32,12.92,5.9432,4
Save-It Sale,Daily Paper,81.79,2.13,1.065,3
Sales Galore,TV,106.16,4.48,1.8816,2
Price Savers,Cash Register Handout,128.2,7.78,3.5788,2
Sales Galore,Bulk Mail,96.55,12.84,6.0348,4
Big Promo,"Sunday Paper, Radio, TV",117.04,7.95,3.021,3
Sales Galore,Bulk Mail,96.55,6.3,2.457,3
Sales Galore,Bulk Mail,96.55,2.3,1.058,2
